concept:name,org:resource,Activity,Resource,@@startevent_concept:name,@@startevent_org:resource,@@startevent_Activity,@@startevent_Resource,start_timestamp,time:timestamp,@@duration,case:concept:name,case:variant,case:variant-index,case:creator
Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,2011-01-01 20:55:00-05:00,2011-01-01 21:28:00-05:00,1980.0,6,Variant 10,10,Fluxicon Disco
Amend Request for Quotation,Anne Olwada,Amend Request for Quotation,Anne Olwada,Amend Request for Quotation,Anne Olwada,Amend Request for Quotation,Anne Olwada,2011-01-01 22:13:00-05:00,2011-01-01 22:28:00-05:00,900.0,6,Variant 10,10,Fluxicon Disco
Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,2011-01-01 23:24:00-05:00,2011-01-01 23:48:00-05:00,1440.0,6,Variant 10,10,Fluxicon Disco
Send Request for Quotation to Supplier,Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,2011-01-02 09:51:00-05:00,2011-01-02 10:22:00-05:00,1860.0,6,Variant 10,10,Fluxicon Disco
Create Quotation comparison Map,Francois de Perrier,Create Quotation comparison Map,Francois de Perrier,Create Quotation comparison Map,Francois de Perrier,Create Quotation comparison Map,Francois de Perrier,2011-01-02 10:27:00-05:00,2011-01-02 15:32:00-05:00,18300.0,6,Variant 10,10,Fluxicon Disco
Analyze Quotation Comparison Map,Penn Osterwalder,Analyze Quotation Comparison Map,Penn Osterwalder,Analyze Quotation Comparison Map,Penn Osterwalder,Analyze Quotation Comparison Map,Penn Osterwalder,2011-01-02 21:44:00-05:00,2011-01-02 22:01:00-05:00,1020.0,6,Variant 10,10,Fluxicon Disco
Choose best option,Tesca Lobes,Choose best option,Tesca Lobes,Choose best option,Tesca Lobes,Choose best option,Tesca Lobes,2011-01-02 22:01:00-05:00,2011-01-02 22:01:00-05:00,0.0,6,Variant 10,10,Fluxicon Disco
Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,2011-01-03 00:25:00-05:00,2011-01-03 13:16:00-05:00,46260.0,6,Variant 10,10,Fluxicon Disco
Create Purchase Order,Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,Karel de Groot,2011-01-03 14:57:00-05:00,2011-01-03 15:07:00-05:00,600.0,6,Variant 10,10,Fluxicon Disco
Confirm Purchase Order,Karen Clarens,Confirm Purchase Order,Karen Clarens,Confirm Purchase Order,Karen Clarens,Confirm Purchase Order,Karen Clarens,2011-01-03 18:55:00-05:00,2011-01-03 19:16:00-05:00,1260.0,6,Variant 10,10,Fluxicon Disco
Deliver Goods Services,Karen Clarens,Deliver Goods Services,Karen Clarens,Deliver Goods Services,Karen Clarens,Deliver Goods Services,Karen Clarens,2011-01-04 05:08:00-05:00,2011-01-05 03:16:00-05:00,79680.0,6,Variant 10,10,Fluxicon Disco
Release Purchase Order,Nico Ojenbeer,Release Purchase Order,Nico Ojenbeer,Release Purchase Order,Nico Ojenbeer,Release Purchase Order,Nico Ojenbeer,2011-01-05 10:27:00-05:00,2011-01-05 10:28:00-05:00,60.0,6,Variant 10,10,Fluxicon Disco
Approve Purchase Order for payment,Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Approve Purchase Order for payment,Karel de Groot,2011-01-05 17:09:00-05:00,2011-01-05 17:10:00-05:00,60.0,6,Variant 10,10,Fluxicon Disco
Send Invoice,Esmeralda Clay,Send Invoice,Esmeralda Clay,Send Invoice,Esmeralda Clay,Send Invoice,Esmeralda Clay,2011-01-05 22:56:00-05:00,2011-01-05 22:56:00-05:00,0.0,6,Variant 10,10,Fluxicon Disco
Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,2011-01-06 13:12:00-05:00,2011-01-06 13:19:00-05:00,420.0,6,Variant 10,10,Fluxicon Disco
Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,2011-01-06 13:19:00-05:00,2011-01-06 13:19:00-05:00,0.0,6,Variant 10,10,Fluxicon Disco
Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,2011-01-06 13:43:00-05:00,2011-01-06 13:50:00-05:00,420.0,6,Variant 10,10,Fluxicon Disco
Create Purchase Requisition,Esmana Liubiata,Create Purchase Requisition,Esmana Liubiata,Create Purchase Requisition,Esmana Liubiata,Create Purchase Requisition,Esmana Liubiata,2011-01-01 14:05:00-05:00,2011-01-01 15:00:00-05:00,3300.0,7,Variant 13,13,Fluxicon Disco
Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,2011-01-02 13:33:00-05:00,2011-01-02 13:38:00-05:00,300.0,7,Variant 13,13,Fluxicon Disco
Create Request for Quotation,Maris Freeman,Create Request for Quotation,Maris Freeman,Create Request for Quotation,Maris Freeman,Create Request for Quotation,Maris Freeman,2011-01-02 13:41:00-05:00,2011-01-02 13:42:00-05:00,60.0,7,Variant 13,13,Fluxicon Disco
Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,2011-01-02 15:07:00-05:00,2011-01-02 15:29:00-05:00,1320.0,7,Variant 13,13,Fluxicon Disco
Amend Request for Quotation,Esmana Liubiata,Amend Request for Quotation,Esmana Liubiata,Amend Request for Quotation,Esmana Liubiata,Amend Request for Quotation,Esmana Liubiata,2011-01-02 16:21:00-05:00,2011-01-02 16:28:00-05:00,420.0,7,Variant 13,13,Fluxicon Disco
Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,2011-01-02 17:22:00-05:00,2011-01-02 17:47:00-05:00,1500.0,7,Variant 13,13,Fluxicon Disco
Amend Request for Quotation,Nico Ojenbeer,Amend Request for Quotation,Nico Ojenbeer,Amend Request for Quotation,Nico Ojenbeer,Amend Request for Quotation,Nico Ojenbeer,2011-01-02 18:36:00-05:00,2011-01-02 18:50:00-05:00,840.0,7,Variant 13,13,Fluxicon Disco
Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,2011-01-02 20:14:00-05:00,2011-01-02 20:28:00-05:00,840.0,7,Variant 13,13,Fluxicon Disco
Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,2011-01-03 00:17:00-05:00,2011-01-03 00:40:00-05:00,1380.0,7,Variant 13,13,Fluxicon Disco
Create Quotation comparison Map,Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,2011-01-03 08:00:00-05:00,2011-01-03 12:08:00-05:00,14880.0,7,Variant 13,13,Fluxicon Disco
Analyze Quotation Comparison Map,Miu Hanwan,Analyze Quotation Comparison Map,Miu Hanwan,Analyze Quotation Comparison Map,Miu Hanwan,Analyze Quotation Comparison Map,Miu Hanwan,2011-01-03 19:19:00-05:00,2011-01-03 19:35:00-05:00,960.0,7,Variant 13,13,Fluxicon Disco
Choose best option,Immanuel Karagianni,Choose best option,Immanuel Karagianni,Choose best option,Immanuel Karagianni,Choose best option,Immanuel Karagianni,2011-01-03 19:35:00-05:00,2011-01-03 19:35:00-05:00,0.0,7,Variant 13,13,Fluxicon Disco
Settle Conditions With Supplier,Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,2011-01-03 22:52:00-05:00,2011-01-04 13:08:00-05:00,51360.0,7,Variant 13,13,Fluxicon Disco
Create Purchase Order,Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,Karel de Groot,2011-01-04 17:10:00-05:00,2011-01-04 17:18:00-05:00,480.0,7,Variant 13,13,Fluxicon Disco
Confirm Purchase Order,Carmen Finacse,Confirm Purchase Order,Carmen Finacse,Confirm Purchase Order,Carmen Finacse,Confirm Purchase Order,Carmen Finacse,2011-01-05 02:37:00-05:00,2011-01-05 02:44:00-05:00,420.0,7,Variant 13,13,Fluxicon Disco
Deliver Goods Services,Karen Clarens,Deliver Goods Services,Karen Clarens,Deliver Goods Services,Karen Clarens,Deliver Goods Services,Karen Clarens,2011-01-05 09:12:00-05:00,2011-01-05 19:17:00-05:00,36300.0,7,Variant 13,13,Fluxicon Disco
Release Purchase Order,Clement Duchot,Release Purchase Order,Clement Duchot,Release Purchase Order,Clement Duchot,Release Purchase Order,Clement Duchot,2011-01-06 02:34:00-05:00,2011-01-06 02:35:00-05:00,60.0,7,Variant 13,13,Fluxicon Disco
Approve Purchase Order for payment,Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,2011-01-06 10:43:00-05:00,2011-01-06 10:44:00-05:00,60.0,7,Variant 13,13,Fluxicon Disco
Send Invoice,Karen Clarens,Send Invoice,Karen Clarens,Send Invoice,Karen Clarens,Send Invoice,Karen Clarens,2011-01-06 19:11:00-05:00,2011-01-06 19:11:00-05:00,0.0,7,Variant 13,13,Fluxicon Disco
Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,2011-01-07 09:22:00-05:00,2011-01-07 09:27:00-05:00,300.0,7,Variant 13,13,Fluxicon Disco
Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,2011-01-07 09:27:00-05:00,2011-01-07 09:27:00-05:00,0.0,7,Variant 13,13,Fluxicon Disco
Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,2011-01-07 09:41:00-05:00,2011-01-07 09:53:00-05:00,720.0,7,Variant 13,13,Fluxicon Disco
Create Purchase Requisition,Fjodor Kowalski,Create Purchase Requisition,Fjodor Kowalski,Create Purchase Requisition,Fjodor Kowalski,Create Purchase Requisition,Fjodor Kowalski,2011-01-01 14:27:00-05:00,2011-01-01 15:17:00-05:00,3000.0,8,Variant 8,8,Fluxicon Disco
Create Request for Quotation,Tesca Lobes,Create Request for Quotation,Tesca Lobes,Create Request for Quotation,Tesca Lobes,Create Request for Quotation,Tesca Lobes,2011-01-01 18:00:00-05:00,2011-01-01 18:07:00-05:00,420.0,8,Variant 8,8,Fluxicon Disco
Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,2011-01-01 19:04:00-05:00,2011-01-01 19:27:00-05:00,1380.0,8,Variant 8,8,Fluxicon Disco
Amend Request for Quotation,Tesca Lobes,Amend Request for Quotation,Tesca Lobes,Amend Request for Quotation,Tesca Lobes,Amend Request for Quotation,Tesca Lobes,2011-01-01 20:21:00-05:00,2011-01-01 20:34:00-05:00,780.0,8,Variant 8,8,Fluxicon Disco
Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,2011-01-01 21:35:00-05:00,2011-01-01 22:01:00-05:00,1560.0,8,Variant 8,8,Fluxicon Disco
Send Request for Quotation to Supplier,Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,2011-01-02 09:20:00-05:00,2011-01-02 09:48:00-05:00,1680.0,8,Variant 8,8,Fluxicon Disco
Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,Karel de Groot,2011-01-02 10:10:00-05:00,2011-01-02 15:33:00-05:00,19380.0,8,Variant 8,8,Fluxicon Disco
Analyze Quotation Comparison Map,Anne Olwada,Analyze Quotation Comparison Map,Anne Olwada,Analyze Quotation Comparison Map,Anne Olwada,Analyze Quotation Comparison Map,Anne Olwada,2011-01-02 22:08:00-05:00,2011-01-02 22:14:00-05:00,360.0,8,Variant 8,8,Fluxicon Disco
Choose best option,Immanuel Karagianni,Choose best option,Immanuel Karagianni,Choose best option,Immanuel Karagianni,Choose best option,Immanuel Karagianni,2011-01-02 22:14:00-05:00,2011-01-02 22:14:00-05:00,0.0,8,Variant 8,8,Fluxicon Disco
Settle Conditions With Supplier,Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Settle Conditions With Supplier,Karel de Groot,2011-01-03 00:40:00-05:00,2011-01-03 12:50:00-05:00,43800.0,8,Variant 8,8,Fluxicon Disco
Create Purchase Order,Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,Karel de Groot,2011-01-03 15:07:00-05:00,2011-01-03 15:19:00-05:00,720.0,8,Variant 8,8,Fluxicon Disco
Confirm Purchase Order,Sean Manney,Confirm Purchase Order,Sean Manney,Confirm Purchase Order,Sean Manney,Confirm Purchase Order,Sean Manney,2011-01-03 19:06:00-05:00,2011-01-03 19:31:00-05:00,1500.0,8,Variant 8,8,Fluxicon Disco
Deliver Goods Services,Sean Manney,Deliver Goods Services,Sean Manney,Deliver Goods Services,Sean Manney,Deliver Goods Services,Sean Manney,2011-01-04 05:00:00-05:00,2011-01-05 10:34:00-05:00,106440.0,8,Variant 8,8,Fluxicon Disco
Release Purchase Order,Esmana Liubiata,Release Purchase Order,Esmana Liubiata,Release Purchase Order,Esmana Liubiata,Release Purchase Order,Esmana Liubiata,2011-01-05 18:11:00-05:00,2011-01-05 18:12:00-05:00,60.0,8,Variant 8,8,Fluxicon Disco
Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,2011-01-06 13:47:00-05:00,2011-01-06 13:48:00-05:00,60.0,8,Variant 8,8,Fluxicon Disco
Send Invoice,Kiu Kan,Send Invoice,Kiu Kan,Send Invoice,Kiu Kan,Send Invoice,Kiu Kan,2011-01-07 01:19:00-05:00,2011-01-07 01:19:00-05:00,0.0,8,Variant 8,8,Fluxicon Disco
Release Supplier's Invoice,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,2011-01-07 15:41:00-05:00,2011-01-07 15:48:00-05:00,420.0,8,Variant 8,8,Fluxicon Disco
Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,2011-01-07 15:48:00-05:00,2011-01-07 15:48:00-05:00,0.0,8,Variant 8,8,Fluxicon Disco
Pay Invoice,Pedro Alvares,Pay Invoice,Pedro Alvares,Pay Invoice,Pedro Alvares,Pay Invoice,Pedro Alvares,2011-01-07 15:53:00-05:00,2011-01-07 16:04:00-05:00,660.0,8,Variant 8,8,Fluxicon Disco
Create Purchase Requisition,Tesca Lobes,Create Purchase Requisition,Tesca Lobes,Create Purchase Requisition,Tesca Lobes,Create Purchase Requisition,Tesca Lobes,2011-01-01 16:17:00-05:00,2011-01-01 16:34:00-05:00,1020.0,9,Variant 46,46,Fluxicon Disco
Create Request for Quotation,Penn Osterwalder,Create Request for Quotation,Penn Osterwalder,Create Request for Quotation,Penn Osterwalder,Create Request for Quotation,Penn Osterwalder,2011-01-01 22:38:00-05:00,2011-01-01 22:48:00-05:00,600.0,9,Variant 46,46,Fluxicon Disco
Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,2011-01-01 23:49:00-05:00,2011-01-02 00:12:00-05:00,1380.0,9,Variant 46,46,Fluxicon Disco
Amend Request for Quotation,Heinz Gutschmidt,Amend Request for Quotation,Heinz Gutschmidt,Amend Request for Quotation,Heinz Gutschmidt,Amend Request for Quotation,Heinz Gutschmidt,2011-01-02 16:04:00-05:00,2011-01-02 16:30:00-05:00,1560.0,9,Variant 46,46,Fluxicon Disco
Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,2011-01-02 17:27:00-05:00,2011-01-02 17:51:00-05:00,1440.0,9,Variant 46,46,Fluxicon Disco
Amend Request for Quotation,Fjodor Kowalski,Amend Request for Quotation,Fjodor Kowalski,Amend Request for Quotation,Fjodor Kowalski,Amend Request for Quotation,Fjodor Kowalski,2011-01-02 18:46:00-05:00,2011-01-02 18:57:00-05:00,660.0,9,Variant 46,46,Fluxicon Disco
Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,2011-01-02 20:28:00-05:00,2011-01-02 20:45:00-05:00,1020.0,9,Variant 46,46,Fluxicon Disco
Amend Request for Quotation,Elvira Lores,Amend Request for Quotation,Elvira Lores,Amend Request for Quotation,Elvira Lores,Amend Request for Quotation,Elvira Lores,2011-01-02 21:43:00-05:00,2011-01-02 21:49:00-05:00,360.0,9,Variant 46,46,Fluxicon Disco
Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,2011-01-02 22:54:00-05:00,2011-01-02 23:26:00-05:00,1920.0,9,Variant 46,46,Fluxicon Disco
Amend Request for Quotation,Esmana Liubiata,Amend Request for Quotation,Esmana Liubiata,Amend Request for Quotation,Esmana Liubiata,Amend Request for Quotation,Esmana Liubiata,2011-01-03 00:14:00-05:00,2011-01-03 00:25:00-05:00,660.0,9,Variant 46,46,Fluxicon Disco
Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,2011-01-03 07:45:00-05:00,2011-01-03 08:00:00-05:00,900.0,9,Variant 46,46,Fluxicon Disco
Amend Request for Quotation,Heinz Gutschmidt,Amend Request for Quotation,Heinz Gutschmidt,Amend Request for Quotation,Heinz Gutschmidt,Amend Request for Quotation,Heinz Gutschmidt,2011-01-04 00:04:00-05:00,2011-01-04 00:25:00-05:00,1260.0,9,Variant 46,46,Fluxicon Disco
Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,2011-01-04 02:02:00-05:00,2011-01-04 02:23:00-05:00,1260.0,9,Variant 46,46,Fluxicon Disco
Amend Request for Quotation,Anna Kaufmann,Amend Request for Quotation,Anna Kaufmann,Amend Request for Quotation,Anna Kaufmann,Amend Request for Quotation,Anna Kaufmann,2011-01-04 03:12:00-05:00,2011-01-04 03:22:00-05:00,600.0,9,Variant 46,46,Fluxicon Disco
Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,2011-01-04 05:51:00-05:00,2011-01-04 05:56:00-05:00,300.0,9,Variant 46,46,Fluxicon Disco
